id,item_id,store_id,category,risk,risk_score,velocity_percentile,forecast_7d,recent_daily_sales_28d,sales_trend_28,current_price,scenario_elasticity,elasticity_source,elasticity_weeks,recommended_discount_pct,expected_units_7d,expected_revenue_7d,risk_reason,discount_reason
FOODS_1_172_TX_1_evaluation,FOODS_1_172,TX_1,FOODS,LOW,0,0.8235,12.389,2.0,-0.1739,1.98,-1.0,fallback,278,0,12.389,24.53,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_017_CA_3_evaluation,HOBBIES_1_017,CA_3,HOBBIES,LOW,0,0.8235,10.067,1.429,-0.1111,1.98,-1.0,fallback,248,0,10.067,19.93,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_534_CA_3_evaluation,FOODS_3_534,CA_3,FOODS,LOW,0,0.8235,40.858,5.464,-0.0745,4.88,-0.768,historical_association,278,0,40.858,199.39,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_565_TX_3_evaluation,FOODS_3_565,TX_3,FOODS,LOW,0,0.8235,20.673,2.679,-0.0566,2.5,-3.0,historical_association,278,0,20.673,51.68,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_343_TX_3_evaluation,HOBBIES_1_343,TX_3,HOBBIES,LOW,0,0.8235,8.556,1.179,-0.0323,5.32,-1.0,fallback,278,0,8.556,45.52,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_113_CA_1_evaluation,FOODS_1_113,CA_1,FOODS,LOW,0,0.8235,18.226,3.25,0.0517,0.98,-1.0,fallback,220,0,18.226,17.86,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_473_WI_2_evaluation,FOODS_3_473,WI_2,FOODS,LOW,0,0.8235,23.29,3.036,0.0545,4.18,-1.667,historical_association,213,0,23.29,97.35,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_651_CA_4_evaluation,FOODS_3_651,CA_4,FOODS,LOW,0,0.8235,8.571,1.286,0.0645,5.22,-1.0,fallback,278,0,8.571,44.74,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_718_WI_1_evaluation,FOODS_3_718,WI_1,FOODS,LOW,0,0.8235,15.916,2.321,0.0667,1.48,-1.0,fallback,278,0,15.916,23.56,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_275_WI_3_evaluation,HOBBIES_1_275,WI_3,HOBBIES,LOW,0,0.8235,5.931,0.714,0.087,12.88,-1.0,fallback,204,0,5.931,76.4,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_259_TX_2_evaluation,FOODS_3_259,TX_2,FOODS,LOW,0,0.8235,13.959,2.036,0.125,1.78,-3.0,historical_association,234,0,13.959,24.85,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_337_WI_1_evaluation,HOBBIES_1_337,WI_1,HOBBIES,LOW,0,0.8235,4.516,0.75,0.1304,3.67,-1.0,fallback,278,0,4.516,16.57,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_322_WI_3_evaluation,FOODS_3_322,WI_3,FOODS,LOW,0,0.8235,17.047,2.464,0.2045,2.56,-1.0,fallback,180,0,17.047,43.64,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_148_WI_2_evaluation,HOBBIES_1_148,WI_2,HOBBIES,LOW,0,0.8235,5.442,0.607,0.25,4.88,-1.0,fallback,163,0,5.442,26.56,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_061_CA_2_evaluation,FOODS_1_061,CA_2,FOODS,LOW,0,0.8235,15.916,2.464,0.2558,2.24,-3.0,historical_association,278,0,15.916,35.65,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_064_CA_2_evaluation,HOBBIES_1_064,CA_2,HOBBIES,LOW,0,0.8529,7.956,1.107,-0.1563,12.44,-1.0,fallback,278,0,7.956,98.97,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_046_CA_2_evaluation,HOBBIES_1_046,CA_2,HOBBIES,LOW,0,0.8529,8.556,1.107,0.1852,18.72,-1.0,fallback,73,0,8.556,160.16,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_169_CA_3_evaluation,HOUSEHOLD_1_169,CA_3,HOUSEHOLD,LOW,0,0.875,21.004,3.036,-0.2615,2.94,-1.0,fallback,151,0,21.004,61.75,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
HOUSEHOLD_2_442_WI_1_evaluation,HOUSEHOLD_2_442,WI_1,HOUSEHOLD,LOW,0,0.875,11.144,1.5,0.0,1.48,-1.0,fallback,278,0,11.144,16.49,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_212_CA_1_evaluation,HOUSEHOLD_1_212,CA_1,HOUSEHOLD,LOW,0,0.875,12.82,1.75,0.1389,4.47,-3.0,historical_association,257,0,12.82,57.3,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_425_WI_2_evaluation,HOUSEHOLD_1_425,WI_2,HOUSEHOLD,LOW,0,0.875,13.357,1.679,0.1429,1.97,-1.0,fallback,278,0,13.357,26.31,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_007_TX_3_evaluation,HOUSEHOLD_1_007,TX_3,HOUSEHOLD,LOW,0,0.875,14.717,1.679,0.1429,1.48,-1.0,fallback,253,0,14.717,21.78,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_185_CA_2_evaluation,HOUSEHOLD_1_185,CA_2,HOUSEHOLD,LOW,0,0.875,15.648,2.107,0.2895,2.97,-3.0,historical_association,117,0,15.648,46.47,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_153_CA_4_evaluation,HOUSEHOLD_1_153,CA_4,HOUSEHOLD,LOW,0,0.875,9.752,0.964,0.2917,1.97,-1.0,fallback,169,0,9.752,19.21,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_474_WI_3_evaluation,HOUSEHOLD_1_474,WI_3,HOUSEHOLD,LOW,0,0.875,7.255,1.0,0.3333,0.97,-1.0,fallback,278,0,7.255,7.04,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_067_TX_1_evaluation,HOUSEHOLD_1_067,TX_1,HOUSEHOLD,LOW,0,0.875,12.376,1.429,0.4286,3.97,-2.833,historical_association,278,0,12.376,49.13,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_183_TX_2_evaluation,HOUSEHOLD_1_183,TX_2,HOUSEHOLD,LOW,0,0.875,13.097,1.464,1.0,4.88,-0.678,historical_association,252,0,13.097,63.91,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_525_TX_3_evaluation,FOODS_3_525,TX_3,FOODS,LOW,0,0.8824,24.23,4.25,-0.4022,2.0,-1.0,fallback,125,0,24.23,48.46,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
FOODS_3_230_TX_2_evaluation,FOODS_3_230,TX_2,FOODS,LOW,0,0.8824,19.621,3.036,-0.1774,3.78,-1.092,historical_association,278,0,19.621,74.17,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_678_WI_1_evaluation,FOODS_3_678,WI_1,FOODS,LOW,0,0.8824,15.916,2.429,-0.1538,4.98,-1.0,fallback,188,0,15.916,79.26,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_156_CA_1_evaluation,FOODS_3_156,CA_1,FOODS,LOW,0,0.8824,23.964,3.321,-0.1094,4.18,-3.0,historical_association,278,0,23.964,100.17,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_592_CA_2_evaluation,FOODS_3_592,CA_2,FOODS,LOW,0,0.8824,25.888,3.5,-0.0909,7.48,-3.0,historical_association,274,0,25.888,193.64,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_179_TX_1_evaluation,HOBBIES_1_179,TX_1,HOBBIES,LOW,0,0.8824,6.533,1.0,-0.069,6.87,-1.0,fallback,248,0,6.533,44.88,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_058_TX_1_evaluation,FOODS_1_058,TX_1,FOODS,LOW,0,0.8824,44.548,5.0,-0.069,1.96,-2.782,historical_association,231,0,44.548,87.31,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_399_WI_3_evaluation,FOODS_3_399,WI_3,FOODS,LOW,0,0.8824,23.477,3.393,-0.0476,3.56,-1.0,fallback,173,0,23.477,83.58,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_006_WI_3_evaluation,HOBBIES_1_006,WI_3,HOBBIES,LOW,0,0.8824,7.255,1.036,-0.0345,0.96,-1.0,fallback,219,0,7.255,6.96,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_379_WI_2_evaluation,HOBBIES_1_379,WI_2,HOBBIES,LOW,0,0.8824,7.255,1.107,-0.0333,2.24,-3.0,historical_association,276,0,7.255,16.25,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_578_CA_3_evaluation,FOODS_3_578,CA_3,FOODS,LOW,0,0.8824,45.743,5.964,0.0313,3.0,-1.0,fallback,278,0,45.743,137.23,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_084_TX_3_evaluation,HOBBIES_1_084,TX_3,HOBBIES,LOW,0,0.8824,10.77,1.536,0.0882,3.94,-3.0,historical_association,278,0,10.77,42.43,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_087_TX_2_evaluation,HOBBIES_1_087,TX_2,HOBBIES,LOW,0,0.8824,16.423,2.214,0.093,11.93,-1.0,fallback,204,0,16.423,195.93,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_148_CA_4_evaluation,HOBBIES_1_148,CA_4,HOBBIES,LOW,0,0.8824,6.931,0.964,0.1154,4.88,-1.0,fallback,165,0,6.931,33.82,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_124_WI_1_evaluation,HOBBIES_1_124,WI_1,HOBBIES,LOW,0,0.8824,9.262,1.429,0.125,5.98,-1.0,fallback,174,0,9.262,55.38,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_349_WI_2_evaluation,FOODS_3_349,WI_2,FOODS,LOW,0,0.8824,47.117,5.5,0.1412,1.68,-3.0,historical_association,276,0,47.117,79.16,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_206_CA_1_evaluation,HOBBIES_1_206,CA_1,HOBBIES,LOW,0,0.8824,10.441,1.321,0.1667,2.72,-1.011,historical_association,89,0,10.441,28.4,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_151_CA_4_evaluation,FOODS_3_151,CA_4,FOODS,LOW,0,0.8824,20.047,2.607,0.5897,2.5,-3.0,historical_association,278,0,20.047,50.12,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_042_CA_3_evaluation,HOBBIES_2_042,CA_3,HOBBIES,LOW,0,0.8824,15.294,1.821,0.9259,0.74,-2.009,historical_association,214,0,15.294,11.32,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_262_WI_2_evaluation,HOUSEHOLD_1_262,WI_2,HOUSEHOLD,LOW,0,0.9375,31.452,4.429,-0.1235,0.97,-1.0,fallback,161,0,31.452,30.51,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_239_CA_4_evaluation,HOUSEHOLD_2_239,CA_4,HOUSEHOLD,LOW,0,0.9375,9.467,1.429,-0.1111,1.24,-1.0,fallback,278,0,9.467,11.74,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_067_CA_1_evaluation,HOUSEHOLD_1_067,CA_1,HOUSEHOLD,LOW,0,0.9375,12.389,1.893,-0.0714,3.97,-3.0,historical_association,278,0,12.389,49.18,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_213_TX_2_evaluation,HOUSEHOLD_2_213,TX_2,HOUSEHOLD,LOW,0,0.9375,20.378,2.821,-0.0545,0.93,-1.0,fallback,137,0,20.378,18.95,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_413_CA_2_evaluation,HOUSEHOLD_1_413,CA_2,HOUSEHOLD,LOW,0,0.9375,26.217,3.179,-0.0169,17.97,-1.0,fallback,278,0,26.217,471.12,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_342_TX_3_evaluation,HOUSEHOLD_2_342,TX_3,HOUSEHOLD,LOW,0,0.9375,21.047,2.75,0.0192,0.97,-1.0,fallback,182,0,21.047,20.42,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_338_CA_3_evaluation,HOUSEHOLD_1_338,CA_3,HOUSEHOLD,LOW,0,0.9375,44.267,5.536,0.1279,3.94,-1.0,fallback,155,0,44.267,174.41,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_382_TX_1_evaluation,HOUSEHOLD_1_382,TX_1,HOUSEHOLD,LOW,0,0.9375,22.476,3.107,0.2115,2.28,-1.0,fallback,96,0,22.476,51.25,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_291_WI_1_evaluation,HOUSEHOLD_1_291,WI_1,HOUSEHOLD,LOW,0,0.9375,15.474,1.929,0.2778,3.72,-1.0,fallback,222,0,15.474,57.56,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_096_WI_3_evaluation,HOUSEHOLD_1_096,WI_3,HOUSEHOLD,LOW,0,0.9375,22.666,2.571,0.5641,3.97,-1.0,fallback,197,0,22.666,89.98,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_319_TX_1_evaluation,HOBBIES_1_319,TX_1,HOBBIES,LOW,0,0.9412,5.859,1.143,-0.4211,0.96,-0.895,historical_association,278,0,5.859,5.63,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
FOODS_2_326_WI_1_evaluation,FOODS_2_326,WI_1,FOODS,LOW,0,0.9412,35.788,5.786,-0.3036,1.0,-1.0,fallback,226,0,35.788,35.79,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
FOODS_3_299_CA_2_evaluation,FOODS_3_299,CA_2,FOODS,LOW,0,0.9412,31.973,4.464,-0.2809,1.5,-1.0,fallback,171,0,31.973,47.96,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
FOODS_3_348_WI_3_evaluation,FOODS_3_348,WI_3,FOODS,LOW,0,0.9412,47.271,6.964,-0.2302,0.8,-3.0,historical_association,278,0,47.271,37.82,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
FOODS_3_491_TX_3_evaluation,FOODS_3_491,TX_3,FOODS,LOW,0,0.9412,56.09,6.464,-0.1983,1.5,-1.0,fallback,278,0,56.09,84.13,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_654_CA_3_evaluation,FOODS_3_654,CA_3,FOODS,LOW,0,0.9412,41.211,6.071,-0.1835,1.68,-1.0,fallback,226,0,41.211,69.23,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_256_CA_3_evaluation,HOBBIES_1_256,CA_3,HOBBIES,LOW,0,0.9412,21.462,2.893,-0.1833,0.48,-1.0,fallback,278,0,21.462,10.3,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_337_TX_3_evaluation,HOBBIES_1_337,TX_3,HOBBIES,LOW,0,0.9412,13.015,2.036,-0.1522,3.83,-1.0,fallback,278,0,13.015,49.85,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_043_WI_2_evaluation,HOBBIES_1_043,WI_2,HOBBIES,LOW,0,0.9412,11.503,1.643,-0.15,0.7,-3.0,historical_association,278,0,11.503,8.05,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_286_CA_4_evaluation,HOBBIES_1_286,CA_4,HOBBIES,LOW,0,0.9412,18.743,2.5,-0.0784,0.7,-3.0,historical_association,272,0,18.743,13.12,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_158_CA_1_evaluation,HOBBIES_1_158,CA_1,HOBBIES,LOW,0,0.9412,24.204,3.393,-0.0781,22.98,-1.0,fallback,139,0,24.204,556.2,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_056_WI_3_evaluation,HOBBIES_1_056,WI_3,HOBBIES,LOW,0,0.9412,12.243,1.643,-0.0526,0.94,-1.0,fallback,169,0,12.243,11.51,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_037_TX_2_evaluation,HOBBIES_1_037,TX_2,HOBBIES,LOW,0,0.9412,20.673,2.643,0.0,12.44,-1.0,fallback,220,0,20.673,257.17,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_349_WI_2_evaluation,FOODS_2_349,WI_2,FOODS,LOW,0,0.9412,60.428,10.071,0.0261,5.98,-1.0,fallback,213,0,60.428,361.36,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_169_CA_2_evaluation,HOBBIES_1_169,CA_2,HOBBIES,LOW,0,0.9412,34.719,3.607,0.0476,0.57,-3.0,historical_association,278,0,34.719,19.79,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_387_WI_1_evaluation,HOBBIES_1_387,WI_1,HOBBIES,LOW,0,0.9412,17.06,2.0,0.0488,1.08,-1.0,fallback,153,0,17.06,18.42,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_124_CA_1_evaluation,FOODS_3_124,CA_1,FOODS,LOW,0,0.9412,60.212,7.286,0.0531,5.44,-3.0,historical_association,278,0,60.212,327.55,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_692_CA_4_evaluation,FOODS_3_692,CA_4,FOODS,LOW,0,0.9412,23.29,3.036,0.1731,0.8,-3.0,historical_association,278,0,23.29,18.63,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_004_TX_1_evaluation,FOODS_1_004,TX_1,FOODS,LOW,0,0.9412,67.471,9.25,0.2422,1.96,-3.0,historical_association,221,0,67.471,132.24,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_570_TX_2_evaluation,FOODS_3_570,TX_2,FOODS,LOW,0,0.9412,55.366,6.286,0.3182,1.78,-0.388,historical_association,237,0,55.366,98.55,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_048_WI_1_evaluation,HOBBIES_1_048,WI_1,HOBBIES,LOW,0,1.0,66.561,10.857,-0.3061,0.48,-3.0,historical_association,254,0,66.561,31.95,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
HOBBIES_1_234_TX_1_evaluation,HOBBIES_1_234,TX_1,HOBBIES,LOW,0,1.0,35.951,4.821,-0.2283,0.3,-1.0,fallback,241,0,35.951,10.79,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
HOBBIES_1_048_CA_1_evaluation,HOBBIES_1_048,CA_1,HOBBIES,LOW,0,1.0,127.247,15.964,-0.187,0.48,-3.0,historical_association,261,0,127.247,61.08,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_459_WI_2_evaluation,HOUSEHOLD_1_459,WI_2,HOUSEHOLD,LOW,0,1.0,187.239,29.0,-0.1779,0.97,-1.0,fallback,209,0,187.239,181.62,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_191_CA_2_evaluation,HOUSEHOLD_1_191,CA_2,HOUSEHOLD,LOW,0,1.0,66.841,11.214,-0.1613,2.96,-3.0,historical_association,278,0,66.841,197.85,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_418_CA_1_evaluation,HOUSEHOLD_1_418,CA_1,HOUSEHOLD,LOW,0,1.0,83.617,13.286,-0.1395,0.97,-1.0,fallback,209,0,83.617,81.11,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_090_CA_1_evaluation,FOODS_3_090,CA_1,FOODS,LOW,0,1.0,448.126,58.214,-0.1159,1.6,-1.0,fallback,278,0,448.126,717.0,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_354_TX_3_evaluation,HOBBIES_1_354,TX_3,HOBBIES,LOW,0,1.0,201.808,26.179,-0.1117,22.98,-3.0,historical_association,114,0,201.808,4637.55,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,HOBBIES,LOW,0,1.0,127.974,18.321,-0.0951,0.3,-1.0,fallback,241,0,127.974,38.39,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_090_CA_2_evaluation,FOODS_3_090,CA_2,FOODS,LOW,0,1.0,419.943,52.679,-0.0878,1.6,-1.0,fallback,278,0,419.943,671.91,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_110_WI_3_evaluation,HOUSEHOLD_1_110,WI_3,HOUSEHOLD,LOW,0,1.0,90.445,12.536,-0.0761,3.97,-1.0,fallback,197,0,90.445,359.06,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_048_CA_4_evaluation,HOBBIES_1_048,CA_4,HOBBIES,LOW,0,1.0,59.357,9.214,-0.0676,0.48,-3.0,historical_association,258,0,59.357,28.49,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_465_CA_3_evaluation,HOUSEHOLD_1_465,CA_3,HOUSEHOLD,LOW,0,1.0,140.318,20.071,-0.0592,0.97,-1.0,fallback,209,0,140.318,136.11,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_090_TX_3_evaluation,FOODS_3_090,TX_3,FOODS,LOW,0,1.0,533.61,66.75,-0.0564,1.5,-1.0,fallback,278,0,533.61,800.41,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_048_WI_3_evaluation,HOBBIES_1_048,WI_3,HOBBIES,LOW,0,1.0,51.125,6.643,-0.0545,0.48,-3.0,historical_association,277,0,51.125,24.54,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_110_CA_4_evaluation,HOUSEHOLD_1_110,CA_4,HOUSEHOLD,LOW,0,1.0,47.463,5.5,-0.043,3.97,-1.0,fallback,171,0,47.463,188.43,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_110_TX_3_evaluation,HOUSEHOLD_1_110,TX_3,HOUSEHOLD,LOW,0,1.0,203.167,24.536,-0.0411,3.97,-1.0,fallback,197,0,203.167,806.57,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,FOODS,LOW,0,1.0,930.015,121.0,-0.0209,1.6,-1.0,fallback,278,0,930.015,1488.02,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_586_TX_2_evaluation,FOODS_3_586,TX_2,FOODS,LOW,0,1.0,658.05,80.107,-0.0026,1.68,-1.361,historical_association,278,0,658.05,1105.52,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_090_WI_3_evaluation,FOODS_3_090,WI_3,FOODS,LOW,0,1.0,640.946,72.964,0.0304,1.44,-1.0,fallback,278,0,640.946,922.96,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_399_WI_1_evaluation,HOUSEHOLD_1_399,WI_1,HOUSEHOLD,LOW,0,1.0,78.619,10.321,0.0321,0.97,-1.0,fallback,252,0,78.619,76.26,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_354_TX_2_evaluation,HOBBIES_1_354,TX_2,HOBBIES,LOW,0,1.0,73.218,10.036,0.0329,22.98,-3.0,historical_association,125,0,73.218,1682.54,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_586_TX_1_evaluation,FOODS_3_586,TX_1,FOODS,LOW,0,1.0,403.108,55.179,0.0455,1.68,-2.014,historical_association,278,0,403.108,677.22,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_090_CA_4_evaluation,FOODS_3_090,CA_4,FOODS,LOW,0,1.0,151.957,23.964,0.0866,1.6,-1.0,fallback,278,0,151.957,243.13,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_360_WI_2_evaluation,FOODS_2_360,WI_2,FOODS,LOW,0,1.0,346.821,58.107,0.0976,0.94,-1.0,fallback,271,0,346.821,326.01,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_254_CA_2_evaluation,HOBBIES_1_254,CA_2,HOBBIES,LOW,0,1.0,71.567,8.964,0.0977,0.7,-2.838,historical_association,278,0,71.567,50.1,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_226_WI_1_evaluation,FOODS_3_226,WI_1,FOODS,LOW,0,1.0,303.1,34.5,0.1239,1.68,-1.0,fallback,278,0,303.1,509.21,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_268_WI_2_evaluation,HOBBIES_1_268,WI_2,HOBBIES,LOW,0,1.0,49.63,5.536,0.2593,0.48,-3.0,historical_association,278,0,49.63,23.82,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
